year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,country
2014,754,2,1,73,387,1,0,0,3,50,20,19,45,35,98115,0
2014,667,2,1,34,856,1,0,0,4,37,0,47,32,35,98116,0
2014,194,2,1,56,217,2,0,0,3,59,0,90,53,17,98028,0
2014,535,4,2,214,1982,2,0,0,3,213,0,93,0,1,98001,0
2014,1326,4,2,365,3033,2,0,0,3,364,0,84,0,42,98077,0
2014,866,5,4,509,1436,2,0,2,4,407,121,14,5,35,98144,0
2014,671,5,3,310,1042,1,0,0,3,238,54,6,58,35,98118,0
2014,845,4,3,257,1840,2,0,0,3,178,60,81,57,17,98028,0
2014,1443,4,1,165,371,1,0,0,4,168,0,29,0,35,98103,0
2014,382,3,1,50,1642,1,0,0,4,53,0,54,23,35,98118,0
2014,1447,4,2,357,576,1,0,0,4,238,98,31,0,35,98105,0
2014,866,5,3,515,2686,2,0,3,3,377,163,108,0,23,98040,0
2014,57,2,1,74,2669,2,0,0,2,78,0,76,0,31,98053,0
2014,878,3,2,117,561,2,0,0,3,120,0,85,0,16,98029,0
2014,922,3,2,278,592,2,0,0,3,277,0,103,0,17,98028,0
2014,998,4,1,299,3020,1,0,0,2,125,133,58,0,32,98055,0
2014,237,2,1,91,1912,1,0,0,3,44,39,19,45,35,98108,0
2014,1138,3,2,372,492,2,0,0,3,272,85,105,0,19,98034,0
2014,1420,3,2,283,283,2,0,0,3,172,87,20,23,35,98119,0
2014,265,2,2,173,2066,1,0,0,3,87,65,52,52,35,98178,0
2014,510,3,1,43,1651,1,0,0,4,47,0,58,19,36,98155,0
2014,1503,4,1,193,979,1,0,2,5,142,41,37,0,35,98199,0
2014,173,2,1,37,2720,1,0,0,1,40,0,28,0,38,98065,0
2014,455,4,2,242,2166,2,0,0,3,241,0,97,0,18,98042,0
2014,901,4,3,413,2425,3,0,0,3,408,0,79,58,32,98059,0
2014,1038,3,2,176,2725,1,0,0,3,120,44,49,57,3,98006,0
2014,866,4,2,289,2219,1,1,4,3,138,118,56,45,26,98166,0
2014,987,3,2,115,199,2,0,0,3,76,29,107,0,35,98117,0
2014,743,3,2,352,1388,1,0,0,3,169,146,106,0,32,98056,0
2014,953,4,2,186,2427,2,0,0,3,188,0,81,57,33,98074,0
2014,718,2,2,60,25,3,0,0,3,63,0,108,0,35,98109,0
2014,475,4,2,225,899,2,0,0,4,224,0,102,0,9,98042,0
2014,1552,4,2,370,1710,2,0,0,4,368,0,95,0,19,98033,0
2014,734,4,2,175,456,1,0,0,3,48,100,4,0,35,98144,0
2014,1335,5,3,315,851,1,0,0,3,184,101,64,44,35,98103,0
2014,882,4,1,211,1869,1,0,0,3,145,52,67,55,36,98177,0
2014,603,4,2,292,1127,2,0,0,3,291,0,101,0,40,98168,0
2014,1485,4,2,408,1327,2,0,0,3,403,0,107,0,16,98029,0
2014,790,3,2,77,128,2,0,0,3,53,21,108,0,35,98117,0
2014,866,5,3,477,2113,2,0,0,3,466,0,107,0,23,98040,0
2014,1449,4,2,395,761,3,0,0,3,392,0,114,0,31,98052,0
2014,1494,4,3,392,1600,2,0,0,3,389,0,107,0,19,98033,0
2014,496,4,2,233,702,2,0,0,3,232,0,106,0,21,98038,0
2014,866,4,3,473,1409,2,0,0,3,463,0,113,3,3,98004,0
2014,1372,3,3,425,3058,2,0,0,3,389,31,93,0,42,98077,0
2014,404,3,2,200,2313,1,0,0,3,200,0,93,0,14,98003,0
2014,953,3,2,407,2851,2,0,2,4,360,41,89,0,12,98022,0
2014,1162,4,2,372,2906,2,0,0,3,371,0,104,47,4,98010,0
2014,509,3,2,84,419,1,0,0,3,88,0,63,52,35,98122,0
2014,866,4,3,378,459,2,0,0,3,304,66,108,0,35,98112,0
2014,52,3,1,74,1581,1,0,0,3,78,0,59,33,12,98022,0
2014,1052,3,2,222,2081,2,0,2,3,221,0,78,0,3,98008,0
2014,455,3,2,147,2117,1,0,0,3,61,65,59,33,35,98146,0
2014,1443,5,3,427,1513,2,0,0,3,422,0,101,0,33,98074,0
2014,901,2,1,42,589,1,0,2,3,35,8,26,47,35,98103,0
2014,762,4,2,233,2873,2,0,0,3,232,0,94,0,18,98042,0
2014,291,4,2,185,1043,2,0,0,3,187,0,87,44,18,98030,0
2014,138,3,1,139,1748,1,0,0,4,143,0,67,0,9,98042,0
2014,1233,4,2,278,1174,2,0,0,3,277,0,62,46,35,98115,0
2014,797,2,1,81,452,1,0,0,3,35,41,29,0,35,98117,0
2014,1491,4,1,212,721,1,0,0,3,211,0,14,37,35,98119,0
2014,446,4,1,273,1676,1,0,0,5,92,133,78,0,18,98031,0
2014,380,3,1,67,902,1,0,0,3,72,0,27,55,27,98045,0
2014,601,3,1,53,1681,1,0,0,4,56,0,67,0,16,98027,0
2014,1568,4,2,371,2002,2,0,0,3,370,0,96,0,19,98033,0
2014,866,6,2,281,1773,2,0,0,5,267,10,0,0,35,98103,0
2014,841,3,2,141,467,2,0,0,3,145,0,94,0,16,98029,0
2014,253,2,1,24,1389,1,0,0,4,25,0,48,0,36,98155,0
2014,1420,4,3,473,3013,1,0,0,3,221,196,106,0,16,98027,0
2014,1112,4,1,150,877,1,0,0,3,154,0,57,44,35,98199,0
2014,977,3,1,200,1807,1,0,0,3,108,70,84,0,33,98074,0
2014,366,3,2,145,734,2,0,0,3,149,0,101,0,11,98019,0
2014,910,3,1,189,1811,1,0,0,3,77,85,77,48,31,98052,0
2014,866,5,5,554,2879,1,0,2,4,461,203,78,44,8,98004,0
2014,191,3,2,161,1128,1,0,0,3,165,0,86,0,1,98001,0
2014,859,3,2,257,2910,2,0,0,3,206,36,91,0,31,98053,0
2014,1237,3,2,280,2927,2,0,0,3,279,0,98,50,42,98077,0
2014,994,4,2,257,2082,2,0,0,3,256,0,94,0,25,98056,0
2014,496,2,1,58,1354,1,0,0,3,61,0,55,49,35,98136,0
2014,304,3,1,60,2041,1,0,0,4,63,0,62,0,32,98056,0
2014,774,3,1,104,2346,1,0,0,3,108,0,63,52,17,98028,0
2014,922,3,2,193,1174,2,0,0,3,194,0,94,0,17,98028,0
2014,1522,3,1,141,2277,1,0,0,5,125,12,20,0,3,98004,0
2014,1294,5,2,364,713,2,0,0,3,363,0,104,47,33,98075,0
2014,1090,2,2,268,2409,2,0,0,3,267,0,90,53,5,98011,0
2014,568,2,1,33,922,1,0,0,3,36,0,52,52,35,98116,0
2014,1275,4,2,312,2278,1,0,0,4,166,115,77,0,3,98005,0
2014,913,3,1,157,1135,2,0,0,3,161,0,34,22,4,98010,0
2014,713,3,1,89,2570,1,0,0,3,92,0,64,44,31,98052,0
2014,1548,3,2,432,1185,2,0,1,3,360,68,67,54,35,98118,0
2014,475,3,2,115,27,3,0,0,3,118,0,106,0,35,98133,0
2014,1026,4,1,107,385,1,0,0,5,111,0,11,28,35,98107,0
2014,866,4,2,419,2072,2,0,2,5,340,75,24,10,35,98144,0
2014,199,3,2,73,510,1,0,0,5,77,0,7,0,35,98118,0
2014,1072,3,2,107,1009,1,0,0,4,41,54,47,32,35,98115,0
2014,1237,3,2,267,512,1,0,0,5,151,87,22,10,35,98103,0
2014,654,2,1,27,273,1,0,0,5,29,0,46,0,35,98107,0
2014,734,3,2,270,2323,2,0,0,3,269,0,93,0,11,98019,0
2014,1181,3,2,275,2713,1,0,0,3,187,65,83,53,31,98052,0
2014,366,3,2,207,1822,1,0,0,3,96,80,87,44,14,98023,0
2014,1090,5,2,328,1357,1,0,0,3,136,148,60,56,35,98125,0
2014,112,3,1,70,1503,1,0,0,3,75,0,81,57,9,98042,0
2014,531,3,3,205,726,2,0,0,3,205,0,104,47,21,98038,0
2014,1555,5,3,372,487,2,0,0,4,267,89,97,0,35,98105,0
2014,461,2,2,54,46,2,0,0,3,46,8,107,0,35,98122,0
2014,65,2,1,37,2335,1,0,0,3,40,0,79,58,28,98047,0
2014,922,2,1,54,702,1,0,0,5,57,0,7,0,35,98107,0
2014,627,5,2,415,2756,1,0,0,3,226,156,58,48,10,98198,0
2014,859,4,1,110,516,2,0,0,3,114,0,0,49,35,98122,0
2014,133,3,1,104,1797,1,0,0,4,108,0,84,0,14,98003,0
2014,904,3,2,135,2899,2,0,0,4,140,0,83,0,42,98072,0
2014,1392,3,2,317,1859,2,0,0,3,316,0,89,0,3,98006,0
2014,866,3,3,347,800,2,0,3,4,226,98,13,0,35,98109,0
2014,8,2,1,29,560,1,0,0,3,32,0,37,43,35,98106,0
2014,1472,5,5,520,2259,2,0,2,3,497,0,101,0,38,98065,0
2014,977,4,2,219,1946,1,0,0,4,76,109,68,0,31,98052,0
2014,1090,2,1,38,250,1,0,0,3,41,0,0,49,35,98112,0
2014,664,4,1,132,1565,1,0,2,4,136,0,28,0,35,98178,0
2014,1121,4,3,212,985,1,0,0,5,115,74,48,29,35,98116,0
2014,1543,4,2,491,2467,2,0,2,3,478,0,90,53,33,98074,0
2014,651,3,2,80,2101,1,0,0,3,52,24,84,0,33,98074,0
2014,1270,3,1,173,902,2,0,2,4,175,0,59,0,35,98144,0
2014,296,1,0,0,223,1,0,0,5,0,0,23,0,35,98117,0
2014,901,5,3,346,2202,2,0,0,3,218,104,75,0,16,98027,0
2014,581,3,1,270,2789,1,0,0,4,168,78,77,0,18,98042,0
2014,866,4,4,441,1868,2,0,2,4,375,63,28,0,35,98119,0
2014,253,3,2,179,1845,1,0,0,4,92,67,61,45,18,98031,0
2014,866,4,2,327,2269,1,0,1,4,211,89,18,30,3,98004,0
2014,727,4,2,236,928,2,0,0,3,235,0,101,0,32,98056,0
2014,420,4,2,170,1813,2,0,0,3,172,0,103,0,21,98038,0
2014,731,4,1,128,717,1,0,0,4,76,38,63,0,35,98118,0
2014,1470,4,3,450,2035,2,0,0,3,443,0,105,0,31,98053,0
2014,850,3,2,151,2620,2,0,0,3,155,0,89,0,33,98074,0
2014,1255,3,2,247,514,2,0,0,3,246,0,102,0,31,98052,0
2014,907,4,2,222,1868,1,0,0,4,65,119,62,0,3,98006,0
2014,866,3,2,392,2525,1,1,3,3,173,172,30,37,23,98040,0
2014,779,3,1,63,1686,1,0,0,4,67,0,66,0,31,98052,0
2014,1056,4,1,140,296,1,0,0,3,144,0,21,44,35,98122,0
2014,1488,4,1,273,719,2,0,0,4,272,0,10,0,35,98112,0
2014,1380,4,2,267,1654,2,0,0,4,266,0,87,0,3,98007,0
2014,839,4,3,318,1105,1,0,0,3,138,139,45,57,35,98115,0
2014,964,4,1,109,702,1,0,0,4,113,0,45,0,35,98117,0
2014,866,4,3,468,870,2,0,3,5,350,119,37,0,35,98199,0
2014,1130,3,2,249,247,2,0,0,3,223,16,108,0,16,98029,0
2014,698,4,2,270,715,2,0,0,3,269,0,114,0,21,98038,0
2014,647,4,2,293,589,2,0,0,3,292,0,114,0,1,98092,0
2014,1397,4,2,442,1053,2,0,0,3,435,0,103,0,31,98053,0
2014,366,4,2,237,453,2,0,0,3,236,0,106,0,1,98092,0
2014,1146,2,2,127,35,3,0,0,3,130,0,107,0,35,98122,0
2014,801,3,2,114,52,2,0,0,3,44,55,108,0,35,98107,0
2014,943,2,2,69,165,2,0,0,3,56,10,112,1,35,98119,0
2014,900,4,2,320,988,2,0,0,3,319,0,113,3,27,98045,0
2014,1524,4,3,419,1574,2,0,0,3,414,0,108,0,19,98033,0
2014,1207,5,2,319,1976,1,0,0,3,117,152,85,0,3,98006,0
2014,918,3,1,127,337,1,0,2,3,25,82,20,23,35,98117,0
2014,394,2,1,17,337,1,0,0,4,18,0,18,20,35,98103,0
2014,1547,3,2,363,1977,1,0,0,3,151,164,70,58,35,98115,0
2014,237,4,2,254,1673,1,0,0,3,114,109,60,56,35,98178,0
2014,734,3,2,177,1414,2,0,0,3,179,0,93,0,5,98011,0
2014,781,3,2,145,2426,1,0,0,3,87,41,83,53,19,98034,0
2014,253,4,2,139,1417,2,0,0,4,143,0,75,0,18,98031,0
2014,1178,4,2,207,2058,1,0,0,4,206,0,51,43,23,98040,0
2014,144,3,2,63,1192,1,0,0,4,67,0,91,0,18,98031,0
2014,1422,5,3,418,1872,2,0,0,3,272,130,84,0,3,98006,0
2014,1097,3,2,205,2211,1,0,0,4,128,60,73,0,31,98052,0
2014,1455,4,2,182,895,1,0,0,3,95,67,47,56,35,98109,0
2014,930,5,2,275,2290,1,0,1,3,120,119,50,36,26,98166,0
2014,964,3,1,240,2212,1,0,0,3,105,103,83,53,42,98072,0
2014,870,3,3,411,1993,2,0,0,3,406,0,82,0,34,98188,0
2014,215,3,2,179,1345,1,0,0,3,127,41,65,37,6,98148,0
2014,1052,3,2,177,479,1,0,0,3,78,75,5,54,35,98122,0
2014,1533,4,1,111,2310,1,0,0,4,115,0,67,0,3,98004,0
2014,1097,4,2,323,2918,1,0,0,5,127,149,61,0,17,98028,0
2014,1087,4,3,267,351,2,0,0,3,169,74,108,0,31,98052,0
2014,1245,3,2,264,2660,2,0,0,3,263,0,93,0,31,98053,0
2014,845,3,2,117,1930,1,0,0,4,120,0,56,0,35,98125,0
2014,453,4,2,211,601,2,0,0,3,210,0,102,0,21,98038,0
2014,215,3,1,74,2670,1,0,0,3,78,0,84,0,18,98031,0
2014,496,5,2,258,1126,2,0,0,3,257,0,102,0,18,98030,0
2014,68,4,2,162,902,2,0,0,3,166,0,91,0,10,98198,0
2014,77,5,1,134,1066,1,0,0,3,63,54,42,43,35,98146,0
2014,680,4,2,246,2981,2,0,0,4,245,0,78,44,1,98001,0
2014,1229,3,1,158,487,2,0,0,3,162,0,22,52,35,98102,0
2014,265,4,3,181,1484,1,0,0,4,183,0,48,0,36,98155,0
2014,1265,4,3,394,2231,1,0,0,4,218,146,90,0,5,98011,0
2014,239,4,2,200,866,2,0,0,3,200,0,102,0,10,98198,0
2014,237,4,2,147,362,2,0,0,3,151,0,102,0,1,98092,0
2014,977,3,2,91,222,2,0,0,3,94,0,94,0,35,98122,0
2014,848,3,2,128,814,2,0,0,3,131,0,87,44,19,98033,0
2014,1045,3,1,289,1609,1,0,0,5,138,118,74,0,16,98027,0
2014,480,3,2,249,2768,1,0,0,3,173,60,84,0,18,98042,0
2014,836,4,2,199,1203,2,0,0,4,199,0,63,0,36,98133,0
2014,1279,3,3,287,1029,2,0,4,4,196,70,77,0,35,98126,0
2014,1430,4,1,175,433,1,0,0,4,177,0,24,0,35,98109,0
2014,618,4,1,250,1335,1,0,0,4,125,98,27,0,35,98133,0
2014,1150,3,1,232,2141,1,0,0,4,103,98,56,0,35,98177,0
2014,836,4,2,172,799,2,0,0,5,174,0,81,0,19,98034,0
2014,998,4,2,216,706,1,0,0,3,114,78,87,44,35,98115,0
2014,374,2,1,216,2287,1,0,0,3,101,85,68,41,40,98168,0
2014,1349,2,1,130,419,1,0,2,4,94,25,6,34,35,98119,0
2014,989,3,2,93,1174,1,0,0,4,96,0,23,0,35,98118,0
2014,631,4,2,332,919,2,0,0,3,332,0,104,47,18,98031,0
2014,1090,5,2,220,1697,1,0,0,5,67,117,65,0,31,98052,0
2014,866,4,1,279,2622,1,0,0,4,278,0,66,0,8,98004,0
2014,366,2,1,50,2182,1,0,0,3,53,0,47,56,36,98155,0
2014,455,4,2,209,929,2,0,0,3,208,0,103,0,18,98042,0
2014,1267,4,2,254,647,1,0,0,3,144,85,28,8,35,98116,0
2014,866,4,3,446,2564,1,0,0,4,439,0,54,23,22,98039,0
2014,845,5,2,216,1344,2,0,0,3,215,0,98,50,38,98065,0
2014,888,2,1,37,1739,1,0,0,3,40,0,46,0,35,98107,0
2014,1125,3,3,169,202,3,0,0,3,130,29,106,0,35,98119,0
2014,836,4,2,208,2326,1,0,0,5,57,114,62,0,35,98125,0
2014,294,3,2,125,1173,2,0,0,4,127,0,92,0,21,98038,0
2014,230,2,1,90,1158,1,0,0,4,44,38,80,0,18,98031,0
2014,1131,4,2,220,1888,1,0,0,4,111,83,79,0,19,98033,0
2014,1182,5,2,324,810,1,0,0,5,157,132,18,0,35,98144,0
2014,256,5,1,174,1362,1,0,0,3,136,30,62,47,35,98168,0
2014,866,3,3,498,810,2,0,4,5,336,166,9,32,35,98102,0
2014,1001,3,2,171,1893,1,0,0,3,173,0,78,0,3,98007,0
2014,866,2,2,352,1769,2,0,4,5,278,62,85,0,3,98006,0
2014,1285,2,1,123,487,1,0,0,3,65,41,33,0,35,98109,0
2014,525,3,1,155,1252,1,0,0,3,159,0,54,49,36,98133,0
2014,374,3,1,132,1255,1,0,0,3,53,62,62,47,32,98058,0
2014,858,4,2,127,236,2,0,0,3,130,0,114,0,16,98029,0
2014,1540,4,3,377,482,2,0,0,3,278,83,114,0,35,98199,0
2014,465,2,1,30,234,2,0,0,3,33,0,105,0,35,98144,0
2014,836,4,2,280,949,2,0,0,3,279,0,113,3,27,98045,0
2014,392,3,2,228,589,2,0,0,3,227,0,114,0,1,98092,0
2014,1366,4,2,318,1361,2,0,0,3,317,0,105,0,3,98006,0
2014,289,3,2,114,507,2,0,0,3,117,0,110,0,21,98038,0
2014,266,2,1,27,260,2,0,0,3,29,0,108,0,35,98106,0
2014,1032,3,2,233,290,2,0,0,3,177,41,106,0,16,98027,0
2014,1468,3,4,428,2961,2,0,0,3,345,78,113,3,31,98053,0
2014,316,5,2,232,979,2,0,0,3,231,0,95,0,1,98092,0
2014,765,3,2,229,850,2,0,0,3,229,0,100,0,35,98146,0
2014,373,4,1,278,2119,1,0,0,4,142,108,69,0,18,98031,0
2014,1479,4,2,264,1793,2,0,0,5,263,0,68,0,23,98040,0
2014,1560,4,2,349,1515,2,0,0,4,349,0,95,0,19,98033,0
2014,1406,4,4,513,2677,2,0,0,3,491,0,105,0,1,98092,0
2014,335,3,1,111,2113,1,0,0,3,115,0,67,55,32,98055,0
2014,215,3,1,161,1656,1,0,0,4,165,0,59,0,1,98002,0
2014,486,4,2,236,1018,2,0,0,3,235,0,101,0,18,98030,0
2014,1521,4,2,328,2477,2,0,0,3,328,0,89,0,3,98006,0
2014,650,4,2,225,1174,1,0,0,4,92,102,63,0,36,98133,0
2014,398,3,1,170,1410,1,0,0,3,43,98,50,52,32,98055,0
2014,272,3,1,156,2070,1,0,0,4,54,77,62,0,40,98188,0
2014,1045,3,1,126,1073,1,0,0,3,111,10,55,49,35,98116,0
2014,1383,3,1,125,1689,1,0,0,4,127,0,54,23,3,98004,0
2014,1420,3,2,358,702,2,0,2,5,253,85,45,0,35,98117,0
2014,1523,3,3,403,487,2,0,0,3,296,96,105,0,35,98199,0
2014,1553,4,3,518,2955,2,0,0,3,495,0,100,0,31,98053,0
2014,188,3,1,130,1632,1,0,0,3,134,0,60,56,6,98148,0
2014,97,4,1,205,1174,1,0,0,4,57,112,66,0,1,98001,0
2014,1029,4,2,225,1608,1,0,0,4,114,85,69,0,31,98052,0
2014,866,5,3,380,2541,2,0,0,3,271,95,52,49,23,98040,0
2014,482,8,2,304,1064,1,0,0,3,120,141,77,48,36,98133,0
2014,1387,4,2,348,538,2,0,0,3,348,0,102,0,19,98033,0
2014,866,4,3,437,2075,2,0,0,3,431,0,106,0,3,98004,0
2014,1066,5,3,220,683,2,0,0,5,123,75,40,0,35,98117,0
2014,305,4,2,176,1119,2,0,0,3,178,0,97,0,1,98092,0
2014,623,4,2,177,2982,1,0,0,3,179,0,104,47,18,98042,0
2014,911,2,1,180,406,2,0,0,3,182,0,89,0,3,98007,0
2014,875,3,2,368,2137,2,0,0,3,366,0,86,0,14,98023,0
2014,1162,3,1,99,589,1,0,0,5,104,0,60,0,23,98040,0
2014,1259,3,4,205,270,3,0,4,3,205,0,97,0,35,98103,0
2014,952,3,1,80,702,1,0,0,5,84,0,9,32,35,98107,0
2014,265,3,1,51,1605,1,0,0,5,54,0,59,0,32,98056,0
2014,866,3,2,245,661,2,0,0,3,244,0,9,58,35,98112,0
2014,1565,3,2,302,2763,1,0,1,4,209,72,69,0,33,98075,0
2014,1106,3,2,236,2320,1,0,0,3,114,93,55,49,3,98004,0
2014,1006,4,2,195,567,2,0,0,5,159,30,43,0,35,98199,0
2014,633,5,1,171,2008,1,0,2,3,101,52,48,38,6,98166,0
2014,483,3,1,101,664,1,0,0,3,105,0,8,32,35,98115,0
2014,263,4,2,202,2127,1,0,0,4,78,91,62,0,14,98023,0
2014,633,4,2,282,2782,1,0,0,3,281,0,63,52,18,98031,0
2014,1146,3,2,186,1941,1,0,0,3,188,0,59,33,3,98005,0
2014,725,3,1,166,721,1,0,0,3,55,83,58,48,35,98115,0
2014,679,4,2,150,1681,1,0,0,5,154,0,72,0,19,98034,0
2014,139,4,1,74,902,1,0,0,3,78,0,23,42,35,98106,0
2014,866,4,3,328,419,2,0,0,3,214,88,99,0,35,98112,0
2014,663,2,2,95,104,2,0,0,3,68,23,106,0,35,98136,0
2014,1135,4,2,245,1918,1,0,3,3,188,39,77,48,35,98126,0
2014,351,2,1,73,955,1,0,0,3,77,0,48,38,36,98133,0
2014,1536,4,5,452,2887,2,0,0,4,445,0,78,44,3,98005,0
2014,1097,4,2,307,2057,1,0,0,3,113,147,70,58,3,98008,0
2014,237,2,1,39,192,2,0,0,3,42,0,95,0,35,98133,0
2014,833,3,1,126,1419,2,0,0,3,128,0,78,0,31,98052,0
2014,568,2,1,33,714,1,0,0,3,36,0,56,45,35,98117,0
2014,325,3,2,125,417,2,0,0,3,127,0,104,47,21,98038,0
2014,7,2,0,13,756,1,0,0,4,14,0,12,33,18,98032,0
2014,1568,5,2,398,1667,2,0,0,3,395,0,100,0,19,98033,0
2014,1090,5,2,330,2359,2,0,0,4,330,0,75,0,31,98052,0
2014,922,5,3,298,1828,1,0,0,5,105,144,77,0,5,98011,0
2014,496,4,2,199,817,2,0,0,3,199,0,99,0,6,98148,0
2014,1504,6,2,269,2939,2,1,4,3,268,0,54,49,35,98146,0
2014,1420,3,2,261,1642,2,0,0,3,260,0,61,48,23,98040,0
2014,749,3,2,180,133,2,0,0,3,92,68,105,0,35,98199,0
2014,1008,3,2,324,1963,2,0,0,3,323,0,106,0,32,98059,0
2014,1097,3,2,279,1007,2,0,0,3,278,0,101,0,38,98065,0
2014,1104,3,1,140,176,3,0,0,3,144,0,114,0,35,98103,0
2014,713,3,1,104,44,3,0,0,3,108,0,107,0,35,98115,0
2014,648,2,1,107,41,1,0,0,3,40,55,111,0,16,98029,0
2014,1525,4,3,475,2068,2,0,0,3,464,0,108,0,32,98059,0
2014,866,4,4,516,2578,2,0,1,3,436,110,114,0,23,98040,0
2014,933,4,3,277,944,2,0,0,3,276,0,114,0,32,98059,0
2014,1125,3,1,89,1174,1,0,0,5,92,0,60,0,19,98033,0
2014,1090,3,2,239,1305,2,0,0,3,238,0,103,0,16,98027,0
2014,866,4,2,292,554,2,0,0,3,291,0,104,47,35,98115,0
2014,866,4,2,321,1027,2,0,0,4,230,71,37,0,35,98112,0
2014,1201,4,3,346,851,1,0,0,3,161,147,53,0,35,98115,0
2014,797,3,1,117,694,1,0,0,3,55,47,84,0,35,98133,0
2014,896,3,2,127,126,3,0,0,3,105,14,95,0,35,98119,0
2014,866,4,2,349,614,1,0,4,3,196,123,17,49,35,98116,0
2014,633,3,1,118,1335,1,0,0,3,121,0,75,0,19,98034,0
2014,1431,5,2,400,838,2,0,0,3,397,0,114,0,31,98053,0
2014,601,2,1,73,581,1,0,0,3,77,0,81,57,35,98125,0
2014,659,4,2,242,3052,1,0,0,4,241,0,82,55,1,98092,0
2014,953,3,1,91,289,1,0,0,3,37,48,18,0,35,98105,0
2014,92,2,1,73,2691,1,0,0,4,77,0,10,0,16,98027,0
2014,1307,4,2,244,2553,2,0,0,4,243,0,77,0,17,98028,0
2014,102,3,1,62,1594,1,0,0,3,65,0,61,48,14,98023,0
2014,995,4,1,145,637,1,0,0,3,87,41,30,41,35,98115,0
2014,1440,4,3,336,2810,1,0,0,3,288,37,23,58,33,98074,0
2014,1066,3,2,173,655,2,0,0,5,175,0,8,0,35,98115,0
2014,1344,4,3,451,3067,2,0,0,3,266,164,81,57,42,98072,0
2014,1199,6,3,447,2806,2,0,0,4,279,150,70,0,16,98027,0
2014,762,2,2,80,289,2,0,0,3,84,0,85,0,35,98117,0
2014,366,4,3,222,2058,1,0,0,3,221,0,60,56,32,98058,0
2014,845,3,2,147,1702,1,0,0,4,69,60,59,0,3,98008,0
2014,366,3,1,40,741,1,0,0,5,43,0,19,4,35,98106,0
2014,539,3,1,165,2631,2,0,0,3,168,0,31,0,40,98168,0
2014,946,6,3,330,1551,1,0,0,3,125,156,79,58,35,98125,0
2014,1443,3,1,169,2265,1,0,0,4,171,0,52,0,3,98004,0
2014,268,4,2,190,1153,2,0,0,4,191,0,81,0,14,98023,0
2014,1436,4,3,442,1869,2,0,0,3,435,0,104,47,31,98053,0
2014,470,2,1,27,745,1,0,0,5,29,0,51,0,35,98146,0
2014,129,3,1,43,1802,1,0,0,5,47,0,67,0,14,98023,0
2014,847,4,2,234,1512,2,0,0,3,233,0,102,0,32,98056,0
2014,419,3,1,224,2156,1,0,0,3,88,104,50,49,17,98028,0
2014,349,3,1,181,1276,1,0,0,4,183,0,18,29,12,98022,0
2014,349,3,1,141,1187,2,0,0,4,145,0,8,0,35,98108,0
2014,419,3,1,64,2023,1,0,0,4,68,0,69,0,42,98077,0
2014,1348,4,2,278,661,1,0,2,3,108,129,53,0,35,98119,0
2014,740,3,2,120,661,2,0,0,5,123,0,48,29,35,98117,0
2014,759,5,1,142,337,1,0,0,3,146,0,2,0,35,98144,0
2014,1045,4,2,250,939,2,0,0,3,249,0,90,53,33,98074,0
2014,199,2,1,123,1061,1,0,0,3,77,32,26,47,35,98133,0
2014,774,3,2,189,2272,2,0,0,3,190,0,93,0,17,98028,0
2014,967,2,1,65,3,2,0,0,3,55,8,109,0,35,98107,0
2014,1221,3,3,197,2087,2,0,0,4,198,0,80,0,31,98052,0
2014,576,4,1,134,1392,2,0,0,4,138,0,60,45,36,98133,0
2014,774,3,1,118,1546,1,0,0,4,121,0,71,0,31,98052,0
2014,1150,4,2,291,2555,2,0,0,3,290,0,85,0,33,98074,0
2014,866,3,2,430,2905,2,0,3,3,425,0,97,0,3,98008,0
2014,160,3,1,101,902,1,0,0,3,105,0,54,49,32,98056,0
2014,1078,3,2,170,233,2,0,0,3,153,12,111,0,16,98027,0
2014,1014,2,2,132,856,1,0,0,5,27,84,10,0,35,98116,0
2014,973,3,2,277,2435,2,0,3,3,276,0,84,0,10,98198,0
2014,836,5,2,268,1436,1,0,0,4,123,111,77,0,19,98034,0
2014,117,3,1,72,1219,1,0,0,4,76,0,68,0,1,98002,0
2014,679,3,2,114,2574,2,0,0,3,117,0,89,0,33,98074,0
2014,866,3,2,344,1080,2,0,1,4,272,61,46,33,35,98115,0
2014,1199,5,2,314,2973,2,0,0,5,314,0,58,0,38,98065,0
2014,1393,3,2,300,1566,1,0,0,4,153,116,67,0,23,98040,0
2014,1189,5,2,307,2533,1,0,0,4,108,148,63,0,19,98033,0
2014,478,3,2,114,439,2,0,0,3,117,0,104,47,38,98065,0
2014,1132,4,2,270,840,1,0,0,4,180,67,10,0,35,98116,0
2014,1038,3,2,141,323,1,0,3,4,32,87,24,0,35,98144,0
2014,739,3,1,224,2528,1,0,0,4,223,0,67,0,42,98072,0
2014,982,3,2,199,1935,2,0,0,3,199,0,87,44,31,98052,0
2014,156,3,1,78,902,1,0,0,4,82,0,67,0,1,98002,0
2014,58,2,1,55,1335,1,0,0,3,32,24,81,57,32,98055,0
2014,626,3,2,179,1825,2,0,0,3,181,0,93,0,27,98045,0
2014,352,3,2,125,533,2,0,0,3,127,0,104,47,21,98038,0
2014,866,4,3,419,519,2,0,0,5,293,115,25,0,35,98109,0
2014,1453,3,2,393,2838,2,0,0,3,390,0,89,0,31,98053,0
